timestamp,tweet_volume
2017-03-02,28277
2017-03-03,31848
2017-03-04,24535
2017-03-05,22507
2017-03-06,29476
2017-03-07,31214
2017-03-08,28463
2017-03-09,29362
2017-03-10,36952
2017-03-11,30193
2017-03-12,26226
2017-03-13,27414
2017-03-14,27110
2017-03-15,25560
2017-03-16,26412
2017-03-17,28612
2017-03-18,25964
2017-03-19,26859
2017-03-20,30480
2017-03-21,29659
2017-03-22,32507
2017-03-23,39969
2017-03-24,30279
2017-03-25,29728
2017-03-26,23985
2017-03-27,25216
2017-03-28,26462
2017-03-29,24593
2017-03-30,25723
2017-03-31,24542
2017-04-01,21680
2017-04-02,21011
2017-04-03,25315
2017-04-04,26979
2017-04-05,28967
2017-04-06,28251
2017-04-07,29445
2017-04-08,23272
2017-04-09,22661
2017-04-10,26562
2017-04-11,28441
2017-04-12,29250
2017-04-13,27278
2017-04-14,25953
2017-04-15,22135
2017-04-16,23562
2017-04-17,28015
2017-04-18,28770
2017-04-19,26629
2017-04-20,29974
2017-04-21,28206
2017-04-22,27203
2017-04-23,25203
2017-04-24,29644
2017-04-25,33008
2017-04-26,29463
2017-04-27,32051
2017-04-28,28213
2017-04-29,25838
2017-04-30,27459
2017-05-01,34936
2017-05-02,35501
2017-05-03,31179
2017-05-04,34255
2017-05-05,29857
2017-05-06,25032
2017-05-07,26713
2017-05-08,29244
2017-05-09,44121
2017-05-10,40934
2017-05-11,35505
2017-05-12,35985
2017-05-13,33174
2017-05-14,40474
2017-05-15,32997
2017-05-16,35688
2017-05-17,33543
2017-05-18,33534
2017-05-19,34239
2017-05-20,32852
2017-05-21,34900
2017-05-22,44720
2017-05-23,48940
2017-05-24,47492
2017-05-25,51057
2017-05-26,49914
2017-05-27,39077
2017-05-28,33992
2017-05-29,41046
2017-05-30,41624
2017-05-31,47749
2017-06-01,39409
2017-06-02,35997
2017-06-03,30857
2017-06-04,38571
2017-06-05,38632
2017-06-06,51736
2017-06-07,43821
2017-06-08,37910
2017-06-09,38824
2017-06-10,34849
2017-06-11,36404
2017-06-12,42206
2017-06-13,43501
2017-06-14,41045
